NUMH;AENC;TENC;TERH;MUNI;SEXO;LNAC;EDAD;NACI;LEST;ENRE;FOCU;SJUB;SILH;EMPTP;JRED;BUSQ;RBUSQ;JORB;GBUSQ;FBUSQ;MSBUSQ1;DISP;PRA1;PRA2;PROF;RACT;SPRO;SECT;CONTR;HTRA;PARE;ELEV
4612;2023;4;20;9;1;1;09;1;:;N;N;4;1;1;4;N;;;;;;;1;02;8;02;4;2;1;32;1;184,79380
4612;2023;4;20;9;6;1;09;1;:;N;N;4;1;1;4;N;;;;;;;1;02;3;05;4;2;1;24;2;148,18810
4612;2023;4;20;9;1;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;141,70700
4613;2023;4;20;9;6;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;4;08;4;2;1;40;1;173,71750
4614;2023;4;20;3;1;1;13;1;:;N;N;4;3;;;N;;;;;;;4;07;7;03;4;2;;;1;166,82510
4615;2023;4;20;9;1;1;14;1;:;N;N;4;1;1;4;N;;;;;;;1;02;8;10;4;2;1;31;1;227,96960
4615;2023;4;20;9;6;1;12;1;:;N;N;4;1;;;N;;;;;;;4;04;2;09;4;2;;;2;146,15400
4616;2023;4;20;9;1;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;01;7;03;2;;;50;1;164,92450
4617;2023;4;48;9;6;2;15;1;:;N;N;4;1;;;N;;;;;;;4;04;9;02;4;2;;;2;172,86320
4617;2023;4;48;9;1;2;16;1;:;N;N;2;3;;;N;;;;;;;4;07;3;07;2;;;;1;161,88110
4618;2023;4;01;9;1;1;07;1;:;N;N;4;1;1;2;N;;;;;;;1;02;8;02;4;2;1;40;1;79,82820
4618;2023;4;01;9;6;3;06;2;:;N;N;4;1;1;2;N;;;;;;;1;02;5;04;4;2;1;40;2;79,54650
4619;2023;4;48;1;6;2;16;1;:;N;N;2;1;;;N;;;;;;;4;04;5;04;2;;;;2;167,35390
4619;2023;4;48;1;1;2;17;1;:;N;N;2;1;;;N;;;;;;;4;04;5;04;2;;;;1;156,72190
4620;2023;4;01;9;1;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;3;02;4;2;1;40;1;65,60050
4620;2023;4;01;9;6;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;02;9;02;4;2;1;40;2;52,54240
4621;2023;4;20;9;6;2;15;1;:;N;N;2;1;;;N;;;;;;;4;04;9;10;4;2;;;1;138,36560
4622;2023;4;48;9;6;2;18;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;1;222,44810
4623;2023;4;01;9;6;2;16;1;:;N;N;4;1;;;N;;;;;;;4;04;9;08;4;2;;;1;60,35280
4624;2023;4;48;9;1;1;12;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;02;4;1;1;30;1;216,98830
4624;2023;4;48;9;6;1;11;1;:;N;N;4;1;;;N;;;;;;;4;04;2;10;5;;;;2;225,12520
4624;2023;4;48;9;1;1;04;1;:;N;N;4;3;;;N;;;;;;;4;07;;;;;;;3;227,82060
4625;2023;4;20;9;1;1;13;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;05;2;;;40;1;160,11120
4625;2023;4;20;9;6;1;13;1;:;N;N;4;1;2;5;N;;;;;;;1;02;2;02;4;2;5;0;2;166,18220
4625;2023;4;20;9;6;1;06;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;10;4;2;5;32;3;218,59260
4626;2023;4;48;1;6;1;13;1;:;N;N;4;1;1;2;N;;;;;;;1;02;1;07;2;;;35;1;194,31590
4626;2023;4;48;1;1;2;13;1;:;N;N;2;2;;;N;;;;;;;4;07;9;10;4;2;;;2;202,25660
4627;2023;4;01;2;1;2;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;162,20980
4627;2023;4;01;2;6;3;09;2;:;N;N;4;1;2;4;N;;;;;;;1;02;3;09;4;2;1;28;1;207,61390
4627;2023;4;01;2;1;1;09;1;:;N;N;4;1;1;4;N;;;;;;;1;02;7;04;4;2;1;24;2;202,68960
4628;2023;4;20;9;6;1;10;1;:;N;N;4;1;1;3;N;;;;;;;1;02;8;02;4;2;1;26;2;132,37340
4628;2023;4;20;9;1;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;1;02;4;2;1;40;1;162,38010
4628;2023;4;20;9;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;134,72790
4629;2023;4;48;9;6;1;13;1;:;N;N;4;1;;;N;;;;;;;4;04;5;04;4;2;;;1;260,67780
4630;2023;4;48;9;1;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;04;4;2;1;40;1;177,81320
4630;2023;4;48;9;6;1;09;1;:;N;N;4;1;1;4;N;;;;;;;1;02;4;10;4;2;1;32;2;208,11710
4631;2023;4;20;3;6;1;08;1;:;N;N;4;1;1;3;N;;;;;;;1;02;2;08;3;;;0;2;126,62750
4631;2023;4;20;3;1;1;01;1;:;N;;;;;;;;;;;;;;;;;;;;;3;115,31530
4631;2023;4;20;3;1;1;08;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;08;4;2;1;24;1;150,37760
4632;2023;4;48;1;1;3;10;2;:;N;N;4;2;;;S;6;2;S;07;24;S;2;06;5;04;4;2;;;2;461,23920
4632;2023;4;48;1;1;3;09;2;:;N;N;4;2;1;4;N;;;;;;;1;02;1;04;1;;;32;4;444,68240
4632;2023;4;48;1;6;3;07;2;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;4;584,00090
4632;2023;4;48;1;6;2;02;2;:;S;;;;;;;;;;;;;;;;;;;;;4;325,60030
4632;2023;4;48;1;6;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;4;262,65510
4632;2023;4;48;1;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;4;298,38390
4632;2023;4;48;1;6;3;12;2;:;N;N;4;1;;;S;6;2;S;07;48;S;2;05;5;04;4;2;;;1;459,23510
4633;2023;4;20;9;6;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;09;4;2;5;35;1;194,26810
4633;2023;4;20;9;1;1;07;1;:;N;N;4;1;1;4;N;;;;;;;1;02;8;02;3;;;32;3;217,48970
4634;2023;4;48;9;1;1;09;1;:;N;S;1;1;1;2;N;;;;;;;1;02;2;02;4;2;1;40;1;248,82870
4635;2023;4;20;9;6;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;2;129,14870
4635;2023;4;20;9;1;1;16;1;:;N;N;2;1;;;N;;;;;;;4;04;5;08;4;2;;;1;124,76940
4636;2023;4;48;9;1;1;14;1;:;N;N;2;2;;;N;;;;;;;4;07;2;09;4;1;;;1;143,56040
4636;2023;4;48;9;6;1;14;1;:;N;N;4;1;;;N;;;;;;;4;04;5;08;4;2;;;2;153,29960
4637;2023;4;01;2;1;2;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;7;03;4;2;1;40;1;235,05100
4637;2023;4;01;2;6;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;09;4;2;1;40;2;211,78150
4637;2023;4;01;2;6;1;06;1;:;N;N;4;2;;;S;6;2;S;07;3;S;2;06;4;10;4;2;;;3;331,61880
4637;2023;4;01;2;1;1;04;1;:;S;N;4;3;;;N;;;;;;;4;04;;;;;;;3;225,02060
4638;2023;4;20;9;6;1;08;1;:;N;N;4;1;1;2;N;;;;;;;1;02;3;05;3;;;40;1;160,06330
4639;2023;4;01;2;1;3;03;2;:;S;;;;;;;;;;;;;;;;;;;;;3;287,03640
4639;2023;4;01;2;6;3;07;2;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;2;547,08130
4639;2023;4;01;2;1;3;08;2;:;N;N;4;2;1;2;N;;;;;;;1;02;7;03;2;;;40;1;391,14620
4639;2023;4;01;2;1;1;01;2;:;N;;;;;;;;;;;;;;;;;;;;;3;287,03640
4639;2023;4;01;2;1;3;01;2;:;S;;;;;;;;;;;;;;;;;;;;;3;287,03640
4640;2023;4;01;9;6;1;12;1;:;N;N;4;1;2;2;N;;;;;;;1;02;9;08;4;2;1;25;1;75,94450
4641;2023;4;48;9;1;1;11;1;:;N;N;4;1;;;S;6;2;S;07;6;S;2;05;9;09;4;1;;;1;249,90810
4642;2023;4;20;3;1;2;07;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;1;5;35;1;182,87360
4642;2023;4;20;3;6;3;06;1;:;N;N;4;1;2;2;S;4;2;S;05;12;S;1;02;5;04;4;2;1;20;2;178,37630
4643;2023;4;01;2;6;2;15;1;:;N;N;2;1;;;N;;;;;;;4;04;2;09;2;;;;1;153,70020
4644;2023;4;20;9;6;1;13;1;:;N;N;4;1;;;N;;;;;;;4;04;4;08;4;2;;;1;177,48400
4645;2023;4;48;9;6;1;08;1;:;N;S;4;1;1;5;N;;;;;;;1;02;2;09;4;1;5;7;1;123,31820
4646;2023;4;20;9;1;2;15;1;:;N;N;2;1;;;N;;;;;;;4;04;8;02;4;2;;;1;200,93010
4646;2023;4;20;9;6;2;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;8;02;4;2;1;35;2;130,39840
4647;2023;4;20;3;6;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;5;09;4;2;;;1;122,47260
4648;2023;4;48;9;1;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;2;02;4;2;;;1;154,67750
4648;2023;4;48;9;6;1;14;1;:;N;N;4;1;;;N;;;;;;;4;04;3;02;4;2;;;2;165,17090
4649;2023;4;01;2;1;2;18;1;:;N;N;2;4;;;N;;;;;;;4;07;7;02;4;2;;;1;154,80430
4650;2023;4;48;9;6;2;15;1;:;N;N;2;1;;;N;;;;;;;4;04;8;02;4;2;;;2;156,20390
4650;2023;4;48;9;1;2;16;1;:;N;N;2;1;;;N;;;;;;;4;04;7;05;4;2;;;1;146,28010
4651;2023;4;20;9;1;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;133,21570
4652;2023;4;48;9;1;2;12;1;:;N;N;4;3;;;N;;;;;;;4;07;7;08;4;2;;;1;197,54900
4652;2023;4;48;9;6;1;12;1;:;N;N;4;1;2;4;N;;;;;;;1;02;9;10;4;2;1;12;2;180,74290
4652;2023;4;48;9;6;1;06;1;:;N;N;4;2;1;4;N;;;;;;;1;02;4;08;4;2;1;24;3;280,77690
4653;2023;4;48;9;1;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;05;4;2;1;40;1;202,67540
4654;2023;4;48;9;6;2;15;1;:;N;N;2;1;;;N;;;;;;;4;04;9;08;4;2;;;1;187,85900
4655;2023;4;20;9;1;2;15;1;:;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;232,48440
4655;2023;4;20;9;6;1;14;1;:;N;N;2;2;;;N;;;;;;;4;07;9;09;4;2;;;2;240,64440
4655;2023;4;20;9;1;1;07;1;:;N;N;4;1;1;2;N;;;;;;;1;02;4;02;4;2;1;40;3;197,12460
4656;2023;4;01;2;6;1;12;1;:;S;N;3;4;;;N;;;;;;;4;04;;;;;;;2;191,82310
4656;2023;4;01;2;1;1;13;1;:;N;N;3;1;;;N;;;;;;;4;04;;;;;;;1;195,39750
4657;2023;4;20;3;6;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;3;09;4;1;;;2;111,29020
4657;2023;4;20;3;1;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;1;06;4;2;;;1;107,51640
4658;2023;4;48;9;6;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;1;1;35;2;189,50130
4658;2023;4;48;9;1;1;13;1;:;N;N;4;1;1;2;N;;;;;;;1;02;1;08;1;;;40;1;194,84250
4659;2023;4;20;9;1;2;18;1;:;N;N;2;1;;;N;;;;;;;4;04;1;02;1;;;;1;152,14520
4660;2023;4;48;9;1;1;09;1;:;N;S;4;1;1;2;N;;;;;;;1;02;3;03;4;2;1;40;1;200,21690
4660;2023;4;48;9;6;1;08;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;1;1;38;2;202,37860
4660;2023;4;48;9;6;1;01;1;:;S;;;;;;;;;;;;;;;;;;;;;3;168,11760
4661;2023;4;01;9;6;1;08;1;:;N;N;4;1;1;3;N;;;;;;;1;02;5;09;4;2;1;0;1;35,99240
4661;2023;4;01;9;1;2;01;1;:;N;;;;;;;;;;;;;;;;;;;;;3;37,12570
4662;2023;4;20;9;1;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;7;04;2;;;;1;251,16520
4662;2023;4;20;9;6;1;13;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;2;174,20680
4663;2023;4;20;9;1;3;10;2;:;N;N;4;1;1;4;N;;;;;;;1;02;2;10;4;2;1;0;1;216,72970
4663;2023;4;20;9;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;154,82570
4663;2023;4;20;9;6;1;09;1;:;N;N;4;1;1;4;N;;;;;;;1;02;3;09;4;1;1;14;2;169,16220
4663;2023;4;20;9;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;175,10060
4664;2023;4;48;9;1;1;07;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;02;4;2;1;40;1;294,20160
4665;2023;4;48;9;1;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;7;02;4;2;1;40;1;179,55450
4665;2023;4;48;9;6;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;02;3;05;4;2;1;40;2;157,64440
4666;2023;4;20;9;1;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;119,31140
4666;2023;4;20;9;6;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;4;04;4;2;;;2;123,49920
4667;2023;4;20;3;1;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;01;2;08;2;;;50;1;141,72720
4668;2023;4;48;9;6;1;13;1;:;N;N;4;1;;;N;;;;;;;4;04;9;10;4;2;;;1;285,61740
4668;2023;4;48;9;1;1;13;1;:;N;N;3;2;;;N;;;;;;;4;07;7;03;2;;;;2;201,86190
4668;2023;4;48;9;1;1;06;1;:;N;N;4;2;;;S;6;2;S;01;0;S;2;06;5;04;4;2;;;3;237,02780
4669;2023;4;48;1;1;2;11;1;:;N;N;4;1;1;4;N;;;;;;;1;02;7;04;4;2;1;0;3;192,35220
4669;2023;4;48;1;6;2;18;1;:;N;N;4;2;;;N;;;;;;;4;07;;;;;;;1;290,22100
4670;2023;4;20;9;1;2;15;1;:;N;N;2;1;;;N;;;;;;;4;04;1;02;4;2;;;1;98,29780
4670;2023;4;20;9;6;1;15;1;:;N;S;4;1;;;N;;;;;;;4;04;3;02;4;2;;;2;101,74800
4671;2023;4;48;9;1;1;13;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;09;4;1;1;40;1;246,31130
4672;2023;4;01;9;1;1;13;1;:;N;N;4;2;1;4;N;;;;;;;1;02;4;02;4;2;1;0;2;49,06770
4672;2023;4;01;9;6;2;13;1;:;N;N;3;1;;;N;;;;;;;4;04;4;04;4;1;;;1;45,45680
4673;2023;4;20;9;1;1;16;1;:;N;N;2;1;;;N;;;;;;;4;04;3;02;4;2;;;1;115,20800
4673;2023;4;20;9;6;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;5;04;4;2;;;2;119,25170
4674;2023;4;01;9;1;1;01;1;:;N;;;;;;;;;;;;;;;;;;;;;3;55,13560
4674;2023;4;01;9;6;3;05;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;2;63,95740
4674;2023;4;01;9;6;3;13;2;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;4;101,56800
4674;2023;4;01;9;1;3;09;1;:;N;S;4;1;1;2;N;;;;;;;1;02;7;02;4;2;1;40;1;69,73970
4674;2023;4;01;9;1;1;01;1;:;N;;;;;;;;;;;;;;;;;;;;;3;55,13560
4675;2023;4;20;3;6;1;18;1;:;N;N;4;1;;;N;;;;;;;4;04;9;10;4;2;;;1;135,88720
4676;2023;4;48;1;1;3;13;1;:;N;N;4;3;1;2;N;;;;;;;1;02;7;03;2;;;40;1;222,20030
4676;2023;4;48;1;6;3;12;2;:;N;N;4;3;1;2;N;;;;;;;1;02;5;09;2;;;40;2;307,76530
4677;2023;4;01;9;1;2;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;4;04;4;2;1;40;1;43,40630
4677;2023;4;01;9;6;2;11;1;:;N;N;4;1;2;2;N;;;;;;;1;02;5;09;4;2;1;30;2;40,90550
4677;2023;4;01;9;1;1;05;1;:;S;N;4;3;;;N;;;;;;;4;04;;;;;;;3;40,52270
4678;2023;4;48;1;6;3;05;2;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;1;141,06960
4678;2023;4;48;1;6;1;01;2;:;N;;;;;;;;;;;;;;;;;;;;;3;213,19410
4679;2023;4;01;9;1;2;14;1;:;N;N;2;4;;;N;;;;;;;4;07;7;02;4;2;;;2;33,60970
4679;2023;4;01;9;6;2;14;1;:;N;N;2;1;;;N;;;;;;;4;04;9;10;4;2;;;1;35,11170
4680;2023;4;48;1;1;2;14;1;:;N;N;2;1;;;N;;;;;;;4;04;7;03;4;2;;;1;155,16530
4680;2023;4;48;1;6;2;14;1;:;N;N;4;1;;;N;;;;;;;4;04;9;09;4;2;;;2;165,69170
4681;2023;4;48;1;1;2;17;1;:;N;N;2;1;;;N;;;;;;;4;04;9;03;4;2;;;1;162,37740
4681;2023;4;48;1;6;2;16;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;2;173,39320
4682;2023;4;48;9;6;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;272,36280
4682;2023;4;48;9;1;1;09;1;:;N;N;4;1;1;3;N;;;;;;;1;02;9;02;4;2;1;23;1;332,62150
4682;2023;4;48;9;6;1;08;1;:;N;S;4;1;1;4;N;;;;;;;1;02;2;09;4;1;1;0;2;327,86830
4682;2023;4;48;9;6;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;272,36280
4683;2023;4;01;2;6;2;16;1;:;N;N;4;1;;;N;;;;;;;4;04;9;02;4;2;;;1;339,27200
4683;2023;4;01;2;6;1;10;1;:;N;N;4;4;;;N;;;;;;;4;07;;;;;;;3;181,41940
4684;2023;4;20;3;6;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;2;09;4;1;;;1;217,49380
4684;2023;4;20;3;1;1;08;1;:;N;N;4;2;;;N;;;;;;;4;07;9;09;4;1;;;3;194,49870
4685;2023;4;48;9;1;1;14;1;:;N;N;4;1;1;2;N;;;;;;;1;02;1;09;4;1;1;35;1;287,56750
4685;2023;4;48;9;6;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;4;09;4;1;1;35;2;207,46300
4685;2023;4;48;9;6;1;05;1;:;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;188,75360
4686;2023;4;20;3;6;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;4;04;4;2;;;1;128,05340
4687;2023;4;48;1;6;2;15;1;:;N;N;2;1;;;N;;;;;;;4;04;5;04;4;2;;;2;170,55080
4687;2023;4;48;1;1;2;16;1;:;N;N;2;1;;;N;;;;;;;4;04;7;03;4;2;;;1;159,71560
4688;2023;4;20;3;1;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;3;09;4;1;1;40;1;162,57170
4688;2023;4;20;3;6;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;9;04;4;1;5;40;2;169,83060
4688;2023;4;20;3;6;1;05;1;:;S;N;4;2;;;N;;;;;;;4;04;5;08;5;;;;3;159,66940
4688;2023;4;20;3;6;1;04;1;:;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;159,66940
4689;2023;4;48;9;6;1;12;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;09;4;1;5;16;1;195,53850
4689;2023;4;48;9;1;3;07;2;:;N;N;4;1;;;S;6;2;S;07;12;S;2;05;6;08;4;2;;;4;276,38530
4689;2023;4;48;9;6;2;02;1;:;S;;;;;;;;;;;;;;;;;;;;;4;173,53530
4690;2023;4;20;9;1;1;07;1;:;N;N;4;1;1;4;N;;;;;;;1;02;3;04;4;2;1;32;1;178,08740
4690;2023;4;20;9;6;1;07;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;08;4;2;1;24;2;181,49200
4690;2023;4;20;9;6;1;01;1;:;S;;;;;;;;;;;;;;;;;;;;;3;143,37720
4691;2023;4;48;9;1;3;11;2;:;N;N;4;4;1;2;N;;;;;;;1;02;5;04;2;;;40;1;341,19380
4691;2023;4;48;9;1;3;11;2;:;N;N;4;2;;;S;6;2;S;07;2;S;2;06;7;03;4;2;;;4;290,92510
4691;2023;4;48;9;6;3;08;2;:;N;N;4;1;1;2;N;;;;;;;1;02;9;10;4;2;1;40;2;338,67020
4691;2023;4;48;9;6;3;04;2;:;S;N;4;3;;;N;;;;;;;4;04;;;;;;;3;339,40590
4691;2023;4;48;9;1;3;04;2;:;S;N;4;4;;;N;;;;;;;4;04;;;;;;;3;388,21070
4691;2023;4;48;9;1;3;03;2;:;S;;;;;;;;;;;;;;;;;;;;;3;313,55220
4692;2023;4;01;2;6;2;15;1;:;N;N;2;1;;;N;;;;;;;4;04;4;02;4;2;;;1;155,39510
4692;2023;4;01;2;1;2;14;1;:;N;N;2;1;;;N;;;;;;;4;04;7;05;4;2;;;2;148,74790
4693;2023;4;01;2;1;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;174,73530
4693;2023;4;01;2;1;1;08;1;:;N;N;4;1;2;2;S;3;2;S;07;5;S;1;03;5;04;4;2;2;10;2;191,83540
4693;2023;4;01;2;6;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;9;09;3;;;39;1;169,40160
4694;2023;4;01;2;6;2;17;1;:;N;N;4;1;;;N;;;;;;;4;04;9;10;4;2;;;2;142,55190
4694;2023;4;01;2;1;2;17;1;:;N;N;2;3;;;N;;;;;;;4;07;8;02;4;2;;;1;136,45400
4695;2023;4;48;9;1;1;10;1;:;N;N;4;1;2;2;N;;;;;;;1;02;2;09;4;1;5;22;1;166,93950
4695;2023;4;48;9;6;1;09;1;:;N;S;4;1;1;2;N;;;;;;;1;02;4;09;4;1;5;36;2;209,56610
4695;2023;4;48;9;6;1;01;1;:;S;;;;;;;;;;;;;;;;;;;;;3;162,31220
4696;2023;4;20;3;6;1;18;1;:;N;N;2;1;;;N;;;;;;;4;04;5;04;4;2;;;1;124,79360
4697;2023;4;48;9;6;2;17;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;1;173,04890
4697;2023;4;48;9;1;2;16;1;:;N;N;2;1;;;N;;;;;;;4;04;3;02;4;2;;;2;162,05510
4698;2023;4;20;9;6;1;05;1;:;S;N;4;1;2;2;N;;;;;;;1;02;2;08;4;2;3;37;3;152,25450
4698;2023;4;20;9;6;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;9;08;4;2;2;40;1;148,72590
4698;2023;4;20;9;1;1;12;1;:;N;N;4;3;1;2;N;;;;;;;1;02;5;04;2;;;40;2;140,08240
4699;2023;4;48;9;1;1;17;1;:;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;161,32410
4699;2023;4;48;9;6;1;16;1;:;N;N;2;1;;;N;;;;;;;4;04;8;02;4;2;;;2;172,26840
4700;2023;4;20;9;1;1;13;1;:;N;S;2;1;;;N;;;;;;;4;04;2;09;4;1;;;2;135,71820
4700;2023;4;20;9;6;1;14;1;:;N;S;2;1;;;N;;;;;;;4;04;2;09;4;1;;;1;213,00310
4701;2023;4;01;9;1;2;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;1;02;4;2;1;40;1;83,97900
4702;2023;4;48;1;1;1;12;1;:;N;N;3;1;;;N;;;;;;;4;04;2;06;4;2;;;1;219,09790
4702;2023;4;48;1;6;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;3;09;4;1;1;37;2;200,45860
4703;2023;4;48;9;6;1;11;1;:;N;N;4;1;;;N;;;;;;;4;04;5;04;4;2;;;2;275,72440
4703;2023;4;48;9;1;1;05;1;:;N;N;4;2;;;S;6;2;S;07;24;S;3;06;;;;;;;3;282,04650
4703;2023;4;48;9;1;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;3;04;4;2;1;40;1;265,38150
4703;2023;4;48;9;1;1;07;1;:;N;S;4;2;1;2;N;;;;;;;1;02;2;08;4;2;1;40;3;388,72080
4704;2023;4;01;2;1;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;7;03;4;2;1;40;1;197,92030
4704;2023;4;01;2;6;1;08;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;1;1;37;2;164,52280
4704;2023;4;01;2;1;1;01;1;:;S;;;;;;;;;;;;;;;;;;;;;3;162,42420
4705;2023;4;20;3;1;1;15;1;:;N;N;4;1;;;N;;;;;;;4;04;9;03;4;2;;;1;124,32100
4706;2023;4;20;9;6;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;3;07;4;2;;;1;142,09940
4707;2023;4;01;9;6;2;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;3;04;4;2;1;40;1;39,37460
4708;2023;4;48;9;1;2;17;1;:;N;N;2;1;;;N;;;;;;;4;04;8;02;4;2;;;1;148,41270
4708;2023;4;48;9;6;2;16;1;:;N;N;4;1;;;N;;;;;;;4;04;9;10;4;2;;;2;158,48110
4709;2023;4;01;9;1;1;08;1;:;N;N;4;1;1;2;N;;;;;;;1;02;7;03;4;2;1;40;1;19,67230
4710;2023;4;48;9;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;255,88630
4710;2023;4;48;9;1;2;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;8;04;4;2;1;40;1;275,08060
4710;2023;4;48;9;6;1;09;1;:;N;S;4;1;1;2;N;;;;;;;1;02;2;09;4;1;5;35;2;271,14960
4710;2023;4;48;9;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;255,88630
4711;2023;4;48;9;6;1;18;1;:;N;N;4;4;;;N;;;;;;;4;07;7;02;4;2;;;1;182,17680
4712;2023;4;20;9;6;2;16;1;:;N;N;4;1;;;N;;;;;;;4;04;4;02;4;2;;;2;123,14960
4712;2023;4;20;9;1;1;16;1;:;N;N;2;1;;;N;;;;;;;4;04;2;02;4;2;;;1;118,97370
4713;2023;4;48;9;6;1;12;1;:;N;S;4;1;1;2;N;;;;;;;1;02;5;04;1;;;38;1;230,41850
4714;2023;4;48;9;6;1;15;1;:;N;S;2;1;;;N;;;;;;;4;04;2;09;4;1;;;1;165,24310
4714;2023;4;48;9;1;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;2;09;4;1;;;4;154,74510
4715;2023;4;20;9;1;1;12;1;:;N;N;4;2;;;N;;;;;;;4;07;5;04;2;;;;1;188,42670
4716;2023;4;01;9;1;2;18;1;:;N;N;2;4;;;N;;;;;;;4;07;8;02;4;2;;;4;161,89670
4716;2023;4;01;9;6;1;12;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;1;99,01710
4716;2023;4;01;9;1;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;01;8;04;2;;;50;2;96,92960
4716;2023;4;01;9;6;1;06;1;:;N;N;4;1;2;2;N;;;;;;;1;03;2;09;4;1;5;12;3;127,77090
4717;2023;4;48;9;1;2;10;1;:;N;N;4;1;1;4;N;;;;;;;1;02;3;07;2;;;32;2;266,93380
4717;2023;4;48;9;6;2;10;1;:;N;S;4;1;1;4;N;;;;;;;1;02;1;07;2;;;32;1;224,62970
4717;2023;4;48;9;6;1;04;1;:;S;N;4;3;;;N;;;;;;;4;04;;;;;;;3;231,71880
