NUMH;AENC;TENC;TERH;MUNI;SEXO;LNAC;EDAD;NACI;LEST;ENRE;FOCU;SJUB;SILH;EMPTP;JRED;BUSQ;RBUSQ;JORB;GBUSQ;FBUSQ;MSBUSQ1;DISP;PRA1;PRA2;PROF;RACT;SPRO;SECT;CONTR;HTRA;PARE;ELEV
679;2023;4;01;2;1;2;15;1;:;N;N;2;1;;;N;;;;;;;4;04;5;09;4;1;;;1;161,44070
679;2023;4;01;2;6;3;18;2;:;N;N;4;4;;;N;;;;;;;4;07;;;;;;;4;123,91540
680;2023;4;48;9;1;1;17;1;:;N;N;2;2;;;N;;;;;;;4;07;7;03;2;;;;1;93,54400
680;2023;4;48;9;6;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;5;04;4;2;;;2;99,89000
681;2023;4;01;9;1;1;03;1;:;S;N;4;3;;;N;;;;;;;;;;;;;;;3;71,30760
681;2023;4;01;9;1;1;12;1;:;N;N;4;2;1;2;N;;;;;;;1;02;7;03;2;;;40;1;84,33200
681;2023;4;01;9;6;1;18;1;:;N;N;4;4;;;N;;;;;;;4;07;;;;;;;4;150,89520
681;2023;4;01;9;6;1;12;1;:;N;N;4;1;1;4;N;;;;;;;1;02;5;09;4;2;1;11;2;84,97030
682;2023;4;48;9;6;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;103,14280
683;2023;4;20;3;1;1;06;1;:;N;N;4;1;2;2;N;;;;;;;1;02;5;10;4;2;5;40;1;171,85520
684;2023;4;48;9;1;1;11;1;:;N;N;4;1;1;5;N;;;;;;;1;02;2;09;4;1;1;0;2;254,41840
684;2023;4;48;9;6;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;3;08;4;2;1;40;1;234,11330
684;2023;4;48;9;6;1;04;1;:;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;225,83470
684;2023;4;48;9;1;1;03;1;:;S;N;4;2;;;N;;;;;;;;;;;;;;;3;250,25420
685;2023;4;01;9;6;1;18;1;:;N;N;4;3;;;N;;;;;;;4;07;;;;;;;1;13,57480
686;2023;4;48;9;6;1;11;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;1;199,82280
686;2023;4;48;9;1;1;06;1;:;N;N;4;1;1;2;N;;;;;;;1;02;3;09;4;1;1;35;3;276,03640
687;2023;4;48;1;1;1;16;1;:;N;N;2;1;;;N;;;;;;;4;04;2;09;4;2;;;1;182,54980
687;2023;4;48;1;6;1;16;1;:;N;N;2;1;;;N;;;;;;;4;04;5;04;4;2;;;2;194,93410
688;2023;4;20;9;1;1;14;1;:;N;N;4;4;;;N;;;;;;;4;07;8;04;4;2;;;1;199,81870
688;2023;4;20;9;6;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;1;02;2;;;15;2;136,17030
689;2023;4;20;9;6;2;16;1;:;N;N;4;1;;;N;;;;;;;4;04;9;10;4;2;;;2;133,61200
689;2023;4;20;9;1;2;17;1;:;N;N;2;2;;;N;;;;;;;4;07;7;02;4;2;;;1;129,08130
690;2023;4;48;9;1;2;15;1;:;N;N;2;1;;;N;;;;;;;4;04;7;03;2;;;;1;142,10030
690;2023;4;48;9;6;2;15;1;:;N;N;4;1;;;N;;;;;;;4;04;4;08;4;2;;;2;151,74050
691;2023;4;48;1;1;1;08;1;:;N;N;4;1;1;2;N;;;;;;;1;02;8;02;4;2;4;38;1;256,21520
692;2023;4;20;3;6;1;08;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;09;3;;;40;1;142,73700
693;2023;4;48;1;6;1;13;1;:;N;S;4;1;1;2;N;;;;;;;1;02;2;09;4;1;1;35;1;233,67740
694;2023;4;48;9;6;1;13;1;:;N;N;4;1;2;3;N;;;;;;;1;02;4;01;2;;;0;2;103,73320
694;2023;4;48;9;1;1;13;1;:;N;N;4;1;1;3;N;;;;;;;1;02;8;02;3;;;0;1;112,80310
695;2023;4;48;9;6;1;09;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;09;4;2;1;24;2;122,82180
695;2023;4;48;9;1;2;10;1;:;N;N;4;1;1;4;S;2;2;S;07;9;S;1;02;9;04;4;2;5;24;1;125,89340
696;2023;4;48;9;6;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;2;1;40;1;190,35450
696;2023;4;48;9;1;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;09;4;1;1;40;2;206,86430
696;2023;4;48;9;1;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;228,49000
697;2023;4;48;1;6;1;13;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;2;1;40;3;214,94480
697;2023;4;48;1;6;2;18;1;:;N;N;4;1;;;N;;;;;;;4;04;9;10;4;2;;;1;332,40730
697;2023;4;48;1;6;1;13;1;:;N;N;4;1;2;2;N;;;;;;;1;02;9;09;4;2;1;30;3;214,94480
698;2023;4;01;9;1;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;8;02;4;2;1;40;1;101,41820
698;2023;4;01;9;1;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;88,79940
698;2023;4;01;9;6;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;1;5;40;2;83,84230
698;2023;4;01;9;6;1;18;1;:;N;N;2;1;;;N;;;;;;;4;04;9;08;4;2;;;4;187,90990
699;2023;4;48;1;1;2;13;1;:;N;N;4;1;1;2;N;;;;;;;1;01;5;04;2;;;91;1;202,58570
699;2023;4;48;1;6;1;13;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;04;5;;;42;2;198,02410
700;2023;4;20;9;6;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;131,55710
700;2023;4;20;9;1;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;8;02;4;2;;;2;127,09610
701;2023;4;48;9;1;1;08;1;:;N;N;4;1;1;4;N;;;;;;;1;02;7;02;4;2;1;16;1;116,22520
702;2023;4;48;1;1;3;10;1;:;N;N;4;1;1;2;N;;;;;;;1;02;1;08;1;;;40;1;215,06550
702;2023;4;48;1;6;3;10;1;:;N;N;4;1;;;N;;;;;;;4;04;5;04;4;2;;;2;211,01230
703;2023;4;01;2;6;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;232,24650
703;2023;4;01;2;1;1;10;1;:;N;N;4;1;1;4;N;;;;;;;1;02;7;02;4;2;1;32;2;221,65930
703;2023;4;01;2;6;1;10;1;:;N;N;4;1;1;4;N;;;;;;;1;02;4;08;4;2;1;21;1;196,94440
703;2023;4;01;2;6;1;03;1;:;S;N;4;3;;;N;;;;;;;;;;;;;;;3;232,24650
704;2023;4;20;9;1;3;12;2;:;N;S;4;1;1;2;N;;;;;;;1;02;1;04;4;1;1;43;1;247,69030
705;2023;4;48;9;6;1;06;1;:;N;N;4;1;2;3;N;;;;;;;1;02;5;10;4;2;1;0;2;274,86030
705;2023;4;48;9;1;1;01;1;:;S;;;;;;;;;;;;;;;;;;;;;3;212,03660
705;2023;4;48;9;1;1;07;1;:;N;N;4;1;1;2;S;4;1;S;05;99;S;1;02;7;03;4;2;1;40;1;294,15100
706;2023;4;01;9;6;1;11;1;:;N;S;4;1;1;2;N;;;;;;;1;02;4;06;3;;;40;2;37,18040
706;2023;4;01;9;1;1;11;1;:;N;N;4;4;1;2;N;;;;;;;1;01;7;02;4;2;1;70;1;39,85080
707;2023;4;20;9;6;1;10;1;:;N;N;4;1;1;4;N;;;;;;;1;02;5;04;4;2;1;31;1;144,02210
707;2023;4;20;9;1;1;10;1;:;N;N;4;1;;;S;6;2;S;01;36;S;2;05;7;03;4;2;;;2;180,03980
707;2023;4;20;9;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;167,81240
708;2023;4;20;3;6;2;18;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;1;122,79650
709;2023;4;48;9;1;1;13;1;:;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;214,78110
709;2023;4;48;9;6;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;1;09;4;1;1;35;2;205,31500
710;2023;4;01;9;6;2;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;1;04;4;2;1;40;1;58,83770
710;2023;4;01;9;1;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;02;3;02;4;2;1;40;2;58,97250
711;2023;4;20;9;6;1;13;1;:;N;N;4;1;1;2;N;;;;;;;1;02;8;02;4;2;1;40;1;168,25950
712;2023;4;48;9;6;2;18;1;:;N;N;4;1;;;N;;;;;;;4;04;9;10;4;2;;;1;202,30960
713;2023;4;48;9;6;1;01;1;:;S;;;;;;;;;;;;;;;;;;;;;3;222,56140
713;2023;4;48;9;6;1;01;1;:;S;;;;;;;;;;;;;;;;;;;;;3;222,56140
713;2023;4;48;9;1;2;08;1;:;N;N;4;1;1;2;N;;;;;;;1;02;8;04;4;1;3;40;1;301,11940
713;2023;4;48;9;6;1;08;1;:;N;N;4;1;1;3;N;;;;;;;1;02;3;03;4;2;1;20;2;256,42670
714;2023;4;48;1;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;195,01450
714;2023;4;48;1;6;1;10;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;08;4;2;1;32;2;184,56630
714;2023;4;48;1;1;1;11;1;:;N;S;4;1;1;4;N;;;;;;;1;02;1;04;4;2;1;32;1;215,56840
715;2023;4;48;1;1;2;14;1;:;N;N;2;1;;;N;;;;;;;4;04;5;10;2;;;;1;267,73920
715;2023;4;48;1;6;1;13;1;:;N;N;2;1;;;N;;;;;;;4;04;5;10;2;;;;2;227,65370
716;2023;4;01;2;1;3;09;1;:;N;N;4;2;;;S;6;2;S;07;87;S;2;06;8;08;4;2;;;4;204,54350
716;2023;4;01;2;1;2;14;1;:;N;N;2;1;;;N;;;;;;;4;04;1;04;2;;;;1;345,16050
717;2023;4;20;9;1;1;12;1;:;N;S;4;1;1;2;N;;;;;;;1;02;2;09;4;2;1;40;1;153,39860
718;2023;4;01;2;1;1;10;1;:;N;N;4;1;1;4;N;;;;;;;1;02;7;03;4;2;1;24;1;166,33230
718;2023;4;01;2;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;169,75710
718;2023;4;01;2;6;1;09;1;:;N;N;4;1;2;4;N;;;;;;;1;02;4;08;4;2;1;28;2;167,68270
719;2023;4;48;1;1;3;03;2;:;S;;;;;;;;;;;;;;;;;;;;;3;362,10560
719;2023;4;48;1;1;3;02;2;:;S;;;;;;;;;;;;;;;;;;;;;3;362,10560
719;2023;4;48;1;6;3;09;2;:;N;N;4;1;1;2;N;;;;;;;1;02;2;08;2;;;20;2;539,32650
719;2023;4;48;1;1;3;10;2;:;N;N;4;1;1;2;N;;;;;;;1;01;2;08;2;;;50;1;451,53040
720;2023;4;01;9;6;2;14;1;:;N;N;2;1;;;N;;;;;;;4;04;9;02;4;2;;;2;23,45880
720;2023;4;01;9;1;1;14;1;:;N;N;4;4;1;2;N;;;;;;;1;01;6;01;2;;;50;1;22,45530
721;2023;4;20;9;1;1;03;1;:;S;N;4;3;;;N;;;;;;;;;;;;;;;3;158,07530
721;2023;4;20;9;6;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;4;02;4;2;1;40;2;167,33230
721;2023;4;20;9;1;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;10;4;1;1;40;1;188,21140
721;2023;4;20;9;1;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;158,07530
722;2023;4;20;9;1;3;13;1;:;N;N;4;1;1;2;N;;;;;;;1;01;8;04;4;1;1;46;1;163,42170
723;2023;4;48;9;1;2;18;1;:;N;N;2;1;;;N;;;;;;;4;04;4;02;4;2;;;1;183,63850
724;2023;4;20;9;1;1;10;1;:;N;N;4;2;1;2;N;;;;;;;1;02;7;03;2;;;37;1;127,71250
724;2023;4;20;9;6;1;09;1;:;N;N;4;2;2;2;N;;;;;;;1;02;5;03;2;;;20;2;125,95700
725;2023;4;20;3;1;2;07;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;08;4;2;1;24;1;161,49050
725;2023;4;20;3;6;2;06;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;08;4;2;5;24;2;171,95290
726;2023;4;20;9;6;2;15;1;:;N;N;2;1;;;N;;;;;;;4;04;8;02;4;2;;;1;153,62550
727;2023;4;20;3;6;2;08;1;:;N;N;4;4;1;3;N;;;;;;;1;02;2;09;4;1;5;0;1;151,61750
727;2023;4;20;3;1;2;07;1;:;N;N;4;1;1;4;N;;;;;;;1;02;3;02;4;2;1;32;4;183,97630
728;2023;4;20;9;1;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;08;3;;;40;1;161,62590
728;2023;4;20;9;6;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;05;4;1;1;35;2;140,89910
728;2023;4;20;9;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;129,27360
729;2023;4;48;9;6;2;14;1;:;N;N;4;1;;;N;;;;;;;4;04;9;10;4;2;;;1;205,73370
730;2023;4;48;1;6;3;09;2;:;N;N;4;1;;;N;;;;;;;4;04;2;02;4;2;;;1;193,93320
730;2023;4;48;1;6;1;01;2;:;S;;;;;;;;;;;;;;;;;;;;;3;222,01690
730;2023;4;48;1;6;3;05;2;:;S;N;4;1;1;2;N;;;;;;;1;02;5;04;4;2;1;40;3;273,01420
731;2023;4;20;9;6;1;16;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;2;136,42530
731;2023;4;20;9;1;1;17;1;:;N;N;2;2;;;N;;;;;;;4;07;8;04;2;;;;1;131,79930
732;2023;4;48;9;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;254,79100
732;2023;4;48;9;6;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;08;2;;;40;2;284,33970
732;2023;4;48;9;1;1;11;1;:;N;N;4;2;1;2;N;;;;;;;1;02;3;05;4;2;1;37;1;281,64530
732;2023;4;48;9;1;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;289,45010
733;2023;4;20;9;6;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;09;3;;;40;2;185,09450
733;2023;4;20;9;1;3;05;1;:;N;N;4;1;;;S;6;1;S;07;15;S;2;05;5;04;4;2;;;3;159,06820
733;2023;4;20;9;6;3;05;1;:;N;N;4;2;2;2;N;;;;;;;1;02;5;09;4;2;5;30;3;182,01680
733;2023;4;20;9;1;3;04;1;:;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;175,50350
733;2023;4;20;9;1;3;12;1;:;N;N;4;1;1;4;N;;;;;;;1;02;3;04;4;2;1;24;1;183,93680
734;2023;4;48;9;1;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;8;04;3;;;40;1;198,79530
735;2023;4;20;9;6;1;16;1;:;N;N;2;1;;;N;;;;;;;4;04;6;01;2;;;;1;120,02320
736;2023;4;20;9;6;1;09;1;:;N;N;4;1;2;3;N;;;;;;;1;02;9;08;4;2;1;0;1;137,34880
736;2023;4;20;9;6;1;01;1;:;N;;;;;;;;;;;;;;;;;;;;;3;148,54140
737;2023;4;20;9;1;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;8;04;4;2;1;40;1;224,09560
737;2023;4;20;9;6;1;05;1;:;N;S;4;2;2;2;N;;;;;;;1;03;5;04;4;2;2;10;3;214,50940
737;2023;4;20;9;6;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;08;4;2;1;40;2;205,13980
737;2023;4;20;9;1;1;04;1;:;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;201,48410
738;2023;4;48;9;1;1;10;1;:;N;N;4;1;1;3;N;;;;;;;1;02;7;02;4;2;1;0;1;198,11710
739;2023;4;01;9;1;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;3;02;4;2;1;40;1;28,42970
739;2023;4;01;9;6;1;11;1;:;N;N;4;1;;;S;6;2;S;01;60;S;4;04;5;04;4;2;;;2;23,43630
740;2023;4;01;9;6;1;07;1;:;N;S;4;1;1;2;N;;;;;;;1;01;2;09;4;1;5;45;2;99,71570
740;2023;4;01;9;1;2;07;1;:;N;S;4;1;1;2;N;;;;;;;1;02;2;09;4;1;4;41;1;130,51130
741;2023;4;20;9;6;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;3;02;3;;;;2;122,15200
741;2023;4;20;9;1;2;16;1;:;N;N;2;1;;;N;;;;;;;4;04;9;08;2;;;;1;118,00990
742;2023;4;48;9;6;1;18;1;:;N;N;2;1;;;N;;;;;;;4;04;9;10;2;;;;1;188,50420
742;2023;4;48;9;6;1;17;1;:;N;N;4;1;;;N;;;;;;;4;04;5;10;4;2;;;4;188,50420
743;2023;4;48;1;6;1;17;1;:;N;N;2;1;;;N;;;;;;;4;04;5;04;4;2;;;2;162,09090
743;2023;4;48;1;1;2;18;1;:;N;N;2;3;;;N;;;;;;;4;07;2;09;4;1;;;1;151,79320
744;2023;4;20;9;6;1;15;1;:;N;N;2;2;;;N;;;;;;;4;07;2;09;4;1;;;2;123,09380
744;2023;4;20;9;1;2;15;1;:;N;N;2;1;;;N;;;;;;;4;04;3;02;4;2;;;1;118,91980
745;2023;4;20;3;6;1;18;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;1;126,75100
746;2023;4;20;3;6;1;08;1;:;N;N;4;1;;;N;;;;;;;4;04;5;04;4;2;;;2;193,06000
746;2023;4;20;3;1;2;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;7;03;2;;;40;1;193,25770
746;2023;4;20;3;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;163,67450
746;2023;4;20;3;6;2;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;4;03;4;2;1;40;4;160,29470
747;2023;4;20;9;1;1;13;1;:;N;N;4;2;1;2;N;;;;;;;1;02;5;10;2;;;40;1;196,20730
747;2023;4;20;9;6;1;12;1;:;N;N;4;1;;;N;;;;;;;4;04;9;10;4;2;;;2;208,31390
747;2023;4;20;9;1;1;06;1;:;N;N;4;2;1;2;N;;;;;;;1;02;4;08;3;;;40;3;267,41080
747;2023;4;20;9;1;1;05;1;:;S;S;4;2;;;S;6;2;S;07;16;S;2;05;5;04;4;2;;;3;187,80360
748;2023;4;48;9;1;1;09;1;:;N;N;3;4;;;N;;;;;;;4;07;1;08;4;2;;;1;265,38680
748;2023;4;48;9;6;1;09;1;:;N;N;4;1;;;N;;;;;;;4;04;2;09;4;1;;;2;219,14820
748;2023;4;48;9;1;3;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;205,77610
749;2023;4;48;1;6;1;12;1;:;N;N;4;1;;;N;;;;;;;4;04;4;09;4;1;;;2;253,64050
749;2023;4;48;1;1;1;05;1;:;S;N;4;1;;;N;;;;;;;4;04;;;;;;;3;245,42190
749;2023;4;48;1;1;1;13;1;:;N;N;4;1;;;N;;;;;;;4;04;8;04;4;2;;;1;247,24280
749;2023;4;48;1;6;2;18;1;:;N;N;4;3;;;N;;;;;;;4;07;7;10;5;;;;4;359,76470
750;2023;4;48;1;6;1;01;1;:;N;;;;;;;;;;;;;;;;;;;;;3;200,60780
750;2023;4;48;1;1;1;08;1;:;N;N;4;1;1;4;N;;;;;;;1;02;7;02;3;;;32;1;260,41320
750;2023;4;48;1;6;1;08;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;09;2;;;32;2;242,70590
751;2023;4;20;9;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;197,30530
751;2023;4;20;9;6;1;11;1;:;N;N;4;1;2;2;N;;;;;;;1;02;9;09;4;1;1;29;1;190,14830
751;2023;4;20;9;1;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;02;7;02;4;2;1;40;2;187,24950
751;2023;4;20;9;1;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;174,45930
751;2023;4;20;9;6;1;05;1;:;S;N;4;1;;;N;;;;;;;4;04;;;;;;;3;186,78270
751;2023;4;20;9;6;1;04;1;:;S;S;4;1;;;N;;;;;;;4;04;;;;;;;3;186,78270
752;2023;4;20;9;6;1;16;1;:;N;N;2;1;;;N;;;;;;;4;04;4;04;4;2;;;2;131,28790
752;2023;4;20;9;1;1;16;1;:;N;N;2;1;;;N;;;;;;;4;04;9;04;2;;;;1;126,83600
753;2023;4;48;9;6;1;13;1;:;N;N;4;1;;;N;;;;;;;4;04;9;08;4;2;;;1;204,75100
753;2023;4;48;9;1;1;13;1;:;N;N;4;1;2;5;N;;;;;;;1;02;4;04;4;1;5;0;2;200,72940
754;2023;4;20;9;6;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;4;06;4;2;1;25;1;176,91800
754;2023;4;20;9;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;169,18030
754;2023;4;20;9;1;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;7;02;4;2;1;40;2;223,32610
754;2023;4;20;9;6;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;191,33500
755;2023;4;48;9;6;1;11;1;:;N;N;3;3;;;N;;;;;;;4;07;5;04;4;2;;;2;201,98620
755;2023;4;48;9;1;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;8;02;4;2;1;40;1;194,68560
756;2023;4;48;1;1;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;05;4;2;1;40;1;265,74080
757;2023;4;01;9;1;3;06;2;:;N;N;4;2;2;2;N;;;;;;;1;02;9;04;4;2;1;20;3;33,29340
757;2023;4;01;9;6;3;11;2;:;N;N;4;1;1;2;N;;;;;;;1;02;9;04;4;2;1;40;1;16,87050
758;2023;4;20;3;6;1;13;1;:;N;N;4;1;;;N;;;;;;;4;04;9;04;4;2;;;2;138,66960
758;2023;4;20;3;1;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;7;03;4;2;;;1;182,27420
759;2023;4;20;9;1;1;01;1;:;N;;;;;;;;;;;;;;;;;;;;;3;152,93060
759;2023;4;20;9;6;3;09;2;:;N;N;4;1;2;3;N;;;;;;;1;02;5;09;4;2;5;0;1;211,13430
759;2023;4;20;9;1;3;07;1;:;N;N;4;1;1;2;N;;;;;;;1;02;7;03;4;2;5;40;2;209,49670
760;2023;4;48;9;6;1;13;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;2;1;35;2;210,48810
760;2023;4;48;9;6;1;05;1;:;N;S;4;2;1;2;N;;;;;;;1;02;2;08;4;2;3;40;3;188,60120
760;2023;4;48;9;1;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;2;09;4;1;;;1;291,76060
761;2023;4;01;9;1;1;06;1;:;N;N;4;1;1;2;N;;;;;;;1;02;6;01;4;2;1;40;1;65,22890
761;2023;4;01;9;6;2;05;1;:;N;N;4;1;;;N;;;;;;;4;04;3;09;2;;;;2;43,27230
762;2023;4;01;2;1;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;01;7;03;1;;;50;1;222,81390
762;2023;4;01;2;6;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;09;4;1;5;35;2;176,38380
762;2023;4;01;2;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;174,13400
763;2023;4;20;9;6;1;08;1;:;N;N;4;1;1;2;N;;;;;;;1;01;5;04;3;;;60;2;199,66280
763;2023;4;20;9;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;205,63660
763;2023;4;20;9;1;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;01;5;04;3;;;60;1;227,33000
763;2023;4;20;9;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;205,63660
764;2023;4;20;9;6;1;11;1;:;N;N;4;1;1;3;N;;;;;;;1;02;9;04;4;2;2;0;1;160,58220
764;2023;4;20;9;1;3;05;2;:;N;S;4;1;;;N;;;;;;;4;04;7;04;4;2;;;4;234,52410
765;2023;4;48;9;6;1;09;1;:;N;N;4;1;;;S;6;1;S;08;1;N;4;04;2;09;2;;;;3;185,72220
765;2023;4;48;9;1;1;17;1;:;N;N;2;1;;;N;;;;;;;4;04;1;02;4;2;;;1;256,94740
766;2023;4;48;9;1;1;12;1;:;N;N;4;1;2;3;N;;;;;;;1;02;5;04;4;2;2;0;1;184,16380
766;2023;4;48;9;1;1;04;1;:;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;186,39530
767;2023;4;01;2;1;1;08;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;1;1;30;2;255,16800
767;2023;4;01;2;6;1;09;1;:;N;S;4;1;2;2;N;;;;;;;1;02;2;09;4;1;1;20;1;197,97430
767;2023;4;01;2;1;1;01;1;:;S;;;;;;;;;;;;;;;;;;;;;3;195,44910
767;2023;4;01;2;6;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;208,28300
768;2023;4;20;9;1;1;07;1;:;N;N;4;2;;;S;6;2;S;04;99;S;3;06;;;;;;;3;241,93350
768;2023;4;20;9;6;1;11;1;:;N;N;4;1;2;2;N;;;;;;;1;02;5;09;4;1;1;40;1;147,82890
769;2023;4;48;9;6;3;13;1;:;N;N;4;1;;;N;;;;;;;4;04;5;04;4;2;;;1;187,91800
769;2023;4;48;9;1;3;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;7;04;4;2;1;40;3;190,32950
770;2023;4;01;9;6;1;13;1;:;N;N;2;1;;;N;;;;;;;4;04;8;02;4;2;;;1;84,43490
771;2023;4;01;2;6;2;17;1;:;N;N;2;1;;;N;;;;;;;4;04;9;09;4;1;;;2;160,51260
771;2023;4;01;2;1;2;18;1;:;N;N;2;1;;;N;;;;;;;4;04;8;09;4;1;;;1;153,64640
772;2023;4;01;9;6;1;06;1;:;N;N;4;1;;;N;;;;;;;4;04;5;04;4;2;;;2;58,41510
772;2023;4;01;9;6;1;01;1;:;N;;;;;;;;;;;;;;;;;;;;;3;37,25460
772;2023;4;01;9;1;1;08;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;04;4;2;2;40;1;50,78570
773;2023;4;48;9;1;2;16;1;:;N;N;2;2;;;N;;;;;;;4;07;3;02;4;2;;;2;168,75010
773;2023;4;48;9;6;2;16;1;:;N;N;2;1;;;N;;;;;;;4;04;6;01;2;;;;1;180,19820
774;2023;4;20;9;1;1;01;1;:;N;;;;;;;;;;;;;;;;;;;;;3;187,16650
774;2023;4;20;9;1;3;06;1;:;N;N;4;1;1;2;S;4;2;S;07;33;S;1;02;5;04;4;2;1;40;1;262,92140
774;2023;4;20;9;1;1;01;1;:;N;;;;;;;;;;;;;;;;;;;;;3;187,16650
774;2023;4;20;9;6;2;06;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;09;4;2;1;40;2;267,94780
775;2023;4;01;2;1;2;17;1;:;N;N;2;1;;;N;;;;;;;4;04;5;04;2;;;;1;132,84040
775;2023;4;01;2;1;2;17;1;:;N;N;2;1;;;N;;;;;;;4;04;5;04;2;;;;4;132,84040
776;2023;4;48;9;6;1;17;1;:;N;N;2;1;;;N;;;;;;;4;04;5;04;4;2;;;1;192,87670
777;2023;4;48;1;1;1;10;1;:;N;N;4;3;1;4;N;;;;;;;1;02;8;04;1;;;32;2;205,36930
777;2023;4;48;1;6;1;11;1;:;N;N;4;1;1;4;N;;;;;;;1;02;4;04;5;;;24;1;221,71760
778;2023;4;48;1;6;1;10;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;09;4;2;1;24;1;179,17200
779;2023;4;20;3;6;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;4;06;4;2;1;38;2;134,86310
