"age","matricule","nationality","place_birth","sex","province","household_duties","relation_to_activity1","relation_to_activity2"
5,"650_278",1,1,6,1,2,4,7
12,"651_278",1,1,6,1,1,4,4
11,"652_278",1,1,1,1,1,1,2
11,"653_279",1,1,6,20,1,1,2
12,"654_279",1,1,1,20,1,1,1
12,"655_280",1,3,6,48,1,1,2
3,"656_280",1,1,6,48,NA,NA,NA
13,"657_281",1,2,6,20,1,1,2
11,"658_282",1,1,1,20,1,1,2
16,"659_283",1,1,6,20,1,4,4
5,"660_284",1,1,1,20,2,1,2
12,"661_284",1,1,6,20,1,4,4
12,"662_284",1,1,1,20,2,1,2
6,"663_284",1,1,1,20,2,1,2
17,"664_285",1,2,1,48,2,4,7
17,"665_285",1,2,6,48,1,4,4
13,"666_286",1,1,1,48,1,4,4
7,"667_286",1,1,6,48,2,1,2
6,"668_286",1,1,6,48,2,1,2
13,"669_286",1,1,6,48,1,1,2
9,"670_287",1,1,6,48,1,1,2
14,"671_288",2,3,6,20,1,4,4
8,"672_288",2,3,1,20,2,1,2
18,"673_289",1,1,6,20,1,4,4
18,"674_289",1,1,1,20,3,4,7
12,"675_289",1,1,6,20,1,4,4
16,"676_290",1,2,1,48,2,4,7
15,"677_290",1,2,6,48,1,4,4
11,"678_291",1,1,6,48,1,1,2
4,"679_291",1,1,1,48,1,4,4
12,"680_291",1,1,1,48,1,1,2
14,"681_292",1,2,1,1,1,4,4
12,"682_292",1,1,6,1,1,1,2
13,"683_293",1,1,1,20,1,4,4
13,"684_293",1,1,6,20,1,4,4
14,"685_294",1,1,6,20,1,4,4
14,"686_294",1,1,1,20,1,4,4
13,"687_295",1,1,6,20,1,4,4
14,"688_295",1,1,1,20,1,4,4
13,"689_296",1,2,1,20,1,4,4
10,"690_297",1,1,6,1,1,1,2
16,"691_298",1,1,1,1,1,4,4
3,"692_299",1,1,1,48,NA,NA,NA
4,"693_299",1,1,6,48,1,4,4
10,"694_299",1,1,6,48,1,1,1
9,"695_299",1,1,1,48,1,4,4
15,"696_300",1,1,6,1,1,4,4
16,"697_300",1,1,1,1,1,4,4
5,"698_301",1,1,6,20,1,1,2
6,"699_301",1,1,1,20,1,1,1
3,"700_302",1,1,1,48,NA,NA,NA
10,"701_302",1,1,1,48,1,1,2
3,"702_302",1,1,1,48,NA,NA,NA
10,"703_302",1,1,6,48,1,1,2
13,"704_303",1,1,6,1,1,1,2
6,"705_303",1,1,1,1,4,4,4
14,"706_303",1,1,1,1,1,1,2
6,"707_303",1,1,6,1,1,1,2
4,"708_304",1,1,6,20,2,4,7
5,"709_304",1,1,6,20,2,1,2
11,"710_304",1,1,1,20,1,1,2
11,"711_304",1,2,6,20,1,4,4
12,"712_305",1,1,1,20,3,1,2
12,"713_305",1,1,6,20,1,4,4
7,"714_306",1,1,6,20,1,1,2
14,"715_306",1,1,1,20,1,4,4
13,"716_306",1,1,6,20,1,4,4
5,"717_307",1,1,6,1,1,1,2
12,"718_307",1,1,6,1,1,1,2
12,"719_307",1,1,1,1,1,1,2
2,"720_308",1,1,1,1,NA,NA,NA
8,"721_308",1,1,1,1,1,1,3
9,"722_308",1,1,6,1,1,1,2
4,"723_309",1,1,1,48,1,4,4
4,"724_309",1,3,6,48,1,4,4
3,"725_309",1,1,1,48,NA,NA,NA
9,"726_309",2,3,6,48,1,1,2
3,"727_309",1,1,1,48,NA,NA,NA
12,"728_309",1,3,1,48,2,1,2
12,"729_310",1,1,6,48,1,1,2
18,"730_310",1,1,6,48,2,4,7
11,"731_311",1,1,1,1,2,2,6
10,"732_311",1,1,6,1,2,4,7
16,"733_312",1,1,6,20,1,4,4
18,"734_313",1,1,6,1,1,4,4
16,"735_313",1,1,1,1,1,4,4
1,"736_314",1,1,1,48,NA,NA,NA
2,"737_314",1,1,1,48,NA,NA,NA
8,"738_314",1,1,1,48,1,1,2
9,"739_314",1,1,6,48,2,1,2
15,"740_315",1,2,6,20,1,4,4
16,"741_315",1,2,1,20,1,4,4
3,"742_316",2,3,1,20,NA,NA,NA
8,"743_316",2,3,6,20,1,2,5
18,"744_317",1,2,6,48,1,4,4
8,"745_318",1,1,1,1,1,1,2
8,"746_318",1,1,6,1,3,1,2
1,"747_318",1,1,1,1,NA,NA,NA
8,"748_319",1,1,1,1,1,1,2
1,"749_319",1,1,6,1,NA,NA,NA
8,"750_319",1,1,6,1,1,1,2
2,"751_319",1,1,1,1,NA,NA,NA
6,"752_320",1,1,6,1,1,4,4
1,"753_320",1,1,1,1,NA,NA,NA
9,"754_321",2,3,6,1,1,2,5
11,"755_322",1,1,6,20,1,1,2
15,"756_323",1,2,1,20,2,4,7
15,"757_323",1,1,6,20,1,4,4
9,"758_324",1,1,6,20,1,4,4
3,"759_325",1,1,6,20,NA,NA,NA
10,"760_325",1,1,6,20,1,1,2
10,"761_325",1,1,1,20,1,1,2
3,"762_325",1,1,1,20,NA,NA,NA
2,"763_326",1,1,1,20,NA,NA,NA
10,"764_326",2,3,1,20,2,1,2
9,"765_326",1,1,6,20,2,1,2
1,"766_326",1,1,1,20,NA,NA,NA
14,"767_327",1,1,1,20,1,4,4
13,"768_327",1,1,1,20,1,1,2
12,"769_328",1,1,6,1,1,1,2
16,"770_329",1,2,6,1,1,4,4
8,"771_330",1,1,6,48,1,1,2
8,"772_331",1,1,1,48,2,1,2
7,"773_331",1,2,6,48,2,1,2
1,"774_331",1,1,6,48,NA,NA,NA
1,"775_331",1,1,1,48,NA,NA,NA
12,"776_332",1,1,6,1,1,1,2
4,"777_332",1,1,6,1,3,4,4
13,"778_332",1,1,1,1,1,4,4
10,"779_333",2,3,1,1,1,2,5
2,"780_333",2,2,6,1,NA,NA,NA
2,"781_333",2,2,1,1,NA,NA,NA
8,"782_333",2,3,6,1,1,1,3
3,"783_333",2,2,6,1,NA,NA,NA
5,"784_334",1,1,1,20,3,2,6
14,"785_334",1,2,1,20,1,4,4
13,"786_334",1,2,6,20,1,1,3
3,"787_335",1,1,1,48,NA,NA,NA
9,"788_335",1,1,6,48,1,1,2
10,"789_335",1,1,1,48,1,1,2
3,"790_335",1,1,1,48,2,NA,NA
15,"791_336",1,1,1,48,1,4,4
15,"792_336",1,1,6,48,4,4,7
18,"793_336",1,1,6,48,1,4,4
18,"794_337",1,1,1,48,1,4,4
3,"795_338",1,1,1,20,NA,NA,NA
2,"796_338",1,1,1,20,NA,NA,NA
10,"797_338",1,1,1,20,1,1,2
10,"798_338",1,1,6,20,1,1,2
3,"799_339",1,1,6,1,NA,NA,NA
9,"800_339",1,1,6,1,1,4,4
14,"801_340",1,1,6,48,1,4,4
6,"802_341",1,1,1,20,1,1,2
8,"803_341",1,1,1,20,3,1,2
14,"804_341",1,1,1,20,1,4,4
13,"805_341",1,1,6,20,1,4,4
10,"806_342",1,1,6,20,1,1,2
18,"807_343",1,2,6,20,1,4,4
16,"808_344",1,1,6,48,1,4,4
16,"809_344",1,1,1,48,1,4,4
11,"810_345",1,1,6,48,1,1,2
12,"811_345",1,1,1,48,1,1,2
9,"812_346",1,1,1,48,1,1,2
8,"813_346",1,1,6,48,1,1,2
5,"814_347",1,1,6,48,1,4,4
5,"815_347",1,1,1,48,1,4,4
10,"816_347",1,1,6,48,1,1,2
11,"817_347",1,1,1,48,1,1,2
9,"818_348",1,1,1,1,1,1,2
10,"819_349",1,2,6,1,1,2,5
2,"820_349",1,1,6,1,NA,NA,NA
10,"821_350",1,1,6,1,1,1,2
12,"822_351",1,1,6,48,1,1,2
12,"823_351",1,1,1,48,1,4,4
16,"824_351",1,1,6,48,1,4,4
9,"825_352",1,1,1,1,1,1,2
13,"826_353",1,1,6,1,1,1,2
13,"827_353",1,2,1,1,1,4,4
16,"828_354",1,1,1,20,1,4,4
16,"829_354",1,1,6,20,1,4,4
17,"830_355",1,2,6,48,2,4,7
16,"831_356",1,1,6,48,1,4,4
10,"832_356",1,1,1,48,1,2,5
3,"833_356",1,1,6,48,NA,NA,NA
2,"834_356",1,1,1,48,NA,NA,NA
18,"835_357",1,2,1,48,4,4,7
10,"836_357",2,3,6,48,1,1,2
4,"837_358",1,1,6,48,2,4,4
12,"838_358",1,1,6,48,1,1,2
12,"839_358",1,1,1,48,1,1,2
4,"840_358",1,1,1,48,2,4,4
13,"841_359",1,1,1,1,2,1,2
12,"842_359",1,1,6,1,1,1,2
12,"843_360",1,1,1,1,2,1,1
10,"844_360",1,2,6,1,1,1,2
13,"845_361",1,3,6,1,1,4,4
17,"846_361",1,1,1,1,2,4,7
8,"847_362",1,1,6,48,1,4,4
2,"848_362",1,1,6,48,NA,NA,NA
9,"849_362",1,1,1,48,1,1,2
1,"850_363",1,1,6,1,NA,NA,NA
2,"851_363",1,1,6,1,NA,NA,NA
9,"852_363",2,3,6,1,1,2,5
2,"853_363",1,1,1,1,NA,NA,NA
9,"854_363",2,3,1,1,4,4,7
17,"855_364",1,2,1,20,1,4,4
10,"856_364",1,1,1,20,1,2,5
9,"857_365",1,1,1,48,1,1,2
2,"858_365",1,1,1,48,NA,NA,NA
14,"859_365",1,1,1,48,1,4,4
14,"860_365",1,1,6,48,1,4,4
13,"861_366",1,2,6,1,1,1,2
8,"862_366",1,2,1,1,1,1,2
14,"863_367",1,1,1,1,1,4,4
14,"864_367",1,1,6,1,1,4,4
13,"865_368",1,1,6,48,1,4,4
12,"866_369",1,2,6,1,1,1,2
13,"867_369",1,2,1,1,1,1,2
10,"868_370",1,1,1,20,1,1,2
9,"869_370",1,1,6,20,1,4,4
2,"870_370",1,1,6,20,NA,NA,NA
4,"871_371",1,1,6,48,3,4,4
5,"872_371",1,1,6,48,3,1,2
11,"873_371",1,1,6,48,1,2,5
15,"874_372",1,2,6,20,1,4,4
16,"875_372",1,1,1,20,1,4,4
18,"876_373",1,1,6,48,4,4,7
11,"877_373",1,1,1,48,1,4,4
10,"878_374",1,1,1,48,1,1,2
16,"879_375",1,2,6,20,1,4,4
16,"880_376",1,1,1,20,1,4,4
15,"881_376",1,1,6,20,1,4,4
15,"882_376",1,1,1,20,1,4,4
15,"883_377",1,1,6,1,1,4,4
13,"884_378",1,2,1,48,1,4,4
11,"885_379",1,1,1,48,1,4,4
11,"886_379",1,1,6,48,1,1,2
5,"887_379",1,1,6,48,1,1,2
8,"888_380",1,1,6,48,1,1,2
1,"889_380",1,1,6,48,NA,NA,NA
8,"890_380",1,1,1,48,1,1,2
2,"891_380",1,1,1,48,NA,NA,NA
14,"892_381",1,2,6,1,1,4,4
15,"893_381",1,2,1,1,2,4,7
6,"894_382",2,3,1,48,1,1,2
12,"895_383",1,1,6,20,2,4,7
4,"896_383",1,1,1,20,2,2,6
15,"897_384",1,2,6,48,1,4,4
15,"898_384",1,2,1,48,1,4,4
10,"899_385",1,1,1,48,1,1,2
8,"900_385",1,1,6,48,1,1,2
1,"901_385",1,1,6,48,NA,NA,NA
14,"902_385",1,1,1,48,1,4,4
16,"903_386",1,2,6,1,1,4,4
17,"904_386",1,2,1,1,4,4,7
6,"905_387",1,1,6,48,1,4,4
7,"906_387",1,1,1,48,1,1,1
8,"907_388",1,1,6,48,1,1,2
9,"908_389",1,1,6,1,1,1,2
10,"909_389",1,3,1,1,1,1,2
8,"910_390",1,1,6,20,1,1,2
1,"911_390",1,1,1,20,NA,NA,NA
7,"912_390",1,1,1,20,1,1,2
12,"913_391",1,1,6,48,1,4,4
11,"914_392",1,2,6,20,1,1,2
4,"915_392",1,1,6,20,2,4,4
10,"916_393",1,1,1,48,1,1,1
2,"917_393",1,1,6,48,NA,NA,NA
9,"918_393",1,1,6,48,1,4,4
9,"919_394",2,3,6,48,1,4,4
2,"920_394",1,1,1,48,NA,NA,NA
8,"921_395",1,1,1,20,1,1,2
1,"922_395",1,1,6,20,NA,NA,NA
8,"923_395",2,3,6,20,1,1,2
9,"924_396",1,1,1,48,1,1,2
12,"925_397",1,1,6,20,4,4,7
13,"926_397",1,2,1,20,1,1,2
10,"927_398",1,1,6,48,1,1,2
15,"928_399",1,1,6,1,1,4,4
16,"929_399",1,1,1,1,1,4,4
10,"930_400",1,2,6,48,1,1,2
10,"931_400",1,1,1,48,1,1,2
3,"932_400",1,1,6,48,NA,NA,NA
4,"933_400",1,1,6,48,2,4,4
10,"934_401",1,1,1,1,1,1,2
9,"935_401",1,1,6,1,1,1,2
2,"936_401",1,1,1,1,NA,NA,NA
6,"937_402",1,3,6,1,1,1,2
12,"938_402",1,3,6,1,1,1,2
13,"939_402",1,3,1,1,1,1,2
3,"940_403",1,1,1,48,2,NA,NA
11,"941_403",1,2,6,48,1,1,2
18,"942_404",1,1,6,20,1,4,4
15,"943_405",1,1,1,20,1,4,4
15,"944_405",1,1,6,20,1,4,4
4,"945_406",1,1,1,48,3,4,4
11,"946_406",1,1,1,48,1,1,2
12,"947_406",1,1,6,48,1,1,2
11,"948_407",1,1,1,1,1,1,2
18,"949_408",1,2,1,20,2,4,7
4,"950_409",1,1,6,48,2,4,4
13,"951_409",1,1,6,48,1,1,2
13,"952_409",1,1,1,48,1,1,2
12,"953_410",1,1,1,1,1,4,4
13,"954_410",1,1,6,1,1,2,5
4,"955_411",1,1,6,1,1,4,4
12,"956_411",1,1,6,1,1,4,4
6,"957_411",1,1,6,1,1,1,2
12,"958_411",1,1,1,1,2,1,2
18,"959_412",1,1,6,20,1,4,4
6,"960_413",1,1,1,20,2,1,2
12,"961_413",1,1,6,20,1,1,2
12,"962_413",1,1,1,20,2,1,2
10,"963_414",1,1,6,48,1,1,2
11,"964_414",1,1,1,48,1,1,2
17,"965_415",1,2,1,48,2,4,7
18,"966_416",1,1,6,20,4,4,7
10,"967_417",2,3,6,48,1,1,2
6,"968_417",2,3,1,48,2,4,7
3,"969_418",1,1,1,48,NA,NA,NA
1,"970_418",1,1,1,48,NA,NA,NA
9,"971_418",1,1,1,48,1,1,2
9,"972_418",1,1,6,48,1,1,2
12,"973_419",1,1,6,20,4,4,7
13,"974_419",1,1,6,20,1,4,4
15,"975_420",1,1,6,20,1,4,4
16,"976_420",1,1,1,20,1,4,4
16,"977_421",1,1,6,48,1,4,4
16,"978_421",1,1,1,48,2,4,7
10,"979_421",1,1,1,48,2,1,2
16,"980_422",1,2,6,20,1,4,4
17,"981_422",1,2,1,20,4,4,7
9,"982_423",1,1,6,48,1,4,4
17,"983_423",1,2,6,48,1,4,4
12,"984_424",1,1,1,48,1,1,2
10,"985_424",1,1,1,48,1,1,2
7,"986_424",2,3,1,48,1,4,4
16,"987_425",1,2,6,48,1,4,4
6,"988_426",1,3,6,48,1,1,2
7,"989_426",1,1,1,48,1,1,2
7,"990_426",2,3,6,48,1,1,2
2,"991_426",1,1,1,48,NA,NA,NA
6,"992_426",1,3,1,48,1,1,2
6,"993_427",1,1,1,20,1,2,5
14,"994_427",1,1,1,20,1,4,4
12,"995_427",1,1,6,20,1,4,4
16,"996_428",1,1,1,1,1,4,4
10,"997_429",1,1,6,1,1,1,2
13,"998_430",2,3,6,1,2,4,7
1,"999_430",2,1,6,1,NA,NA,NA
10,"1000_430",2,3,1,1,1,4,4
8,"1001_430",2,3,6,1,1,4,4
12,"1002_430",2,3,1,1,1,4,4
17,"1003_431",1,2,1,48,1,4,4
17,"1004_431",1,2,6,48,1,4,4
7,"1005_432",1,1,6,1,1,1,2
12,"1006_433",1,1,6,1,1,1,2
13,"1007_433",1,2,1,1,2,1,2
5,"1008_433",1,1,6,1,2,1,2
13,"1009_434",1,1,6,48,1,4,4
15,"1010_435",1,2,1,1,1,4,4
14,"1011_435",1,2,6,1,1,4,4
16,"1012_436",1,2,6,20,1,4,4
6,"1013_437",2,3,6,48,1,1,2
14,"1014_438",1,1,1,20,1,4,4
14,"1015_438",1,1,6,20,1,4,4
18,"1016_439",1,1,1,48,1,4,4
13,"1017_440",1,2,6,1,1,1,2
12,"1018_441",1,1,1,48,1,1,2
10,"1019_442",1,1,6,48,1,1,2
17,"1020_443",1,2,1,1,1,4,4
16,"1021_444",1,2,1,20,1,4,4
12,"1022_445",1,1,6,48,1,4,4
11,"1023_446",1,2,6,48,1,2,5
5,"1024_446",1,1,6,48,1,3,5
1,"1025_446",1,1,6,48,NA,NA,NA
7,"1026_447",1,1,6,1,1,1,2
1,"1027_448",1,1,1,48,NA,NA,NA
10,"1028_448",1,1,6,48,1,1,2
3,"1029_448",1,2,1,48,1,NA,NA
9,"1030_448",1,1,1,48,1,1,2
18,"1031_449",1,2,6,1,1,4,4
15,"1032_450",1,2,1,48,4,4,7
14,"1033_450",1,2,6,48,1,4,4
10,"1034_451",1,1,1,48,1,1,2
2,"1035_451",1,1,6,48,NA,NA,NA
10,"1036_451",1,1,6,48,1,1,2
5,"1037_452",1,1,6,20,1,4,4
3,"1038_452",1,1,1,20,2,NA,NA
11,"1039_452",1,1,1,20,1,1,2
11,"1040_452",1,1,6,20,1,1,2
6,"1041_453",1,3,1,48,1,1,2
6,"1042_454",1,1,1,48,2,1,3
11,"1043_454",1,1,6,48,1,1,2
5,"1044_454",1,1,1,48,2,4,4
12,"1045_454",1,1,1,48,2,1,2
7,"1046_454",1,1,1,48,2,1,2
16,"1047_454",1,1,6,48,1,4,4
9,"1048_455",1,1,1,20,2,1,2
9,"1049_455",1,1,6,20,2,1,2
2,"1050_455",1,1,6,20,NA,NA,NA
3,"1051_455",1,1,1,20,NA,NA,NA
2,"1052_455",1,1,6,20,NA,NA,NA
16,"1053_456",1,1,6,20,1,4,4
16,"1054_456",1,1,1,20,2,4,7
10,"1055_457",1,1,1,48,1,1,2
7,"1056_458",2,3,1,48,1,1,2
11,"1057_458",2,3,6,48,1,1,2
6,"1058_458",2,3,6,48,1,1,2
7,"1059_459",1,1,6,48,1,1,2
15,"1060_460",1,2,1,48,2,4,7
14,"1061_460",1,1,6,48,1,4,4
16,"1062_461",1,1,6,48,1,4,4
3,"1063_462",1,1,1,1,1,NA,NA
10,"1064_462",1,1,6,1,1,1,2
3,"1065_462",1,1,1,1,NA,NA,NA
11,"1066_462",1,1,1,1,1,1,2
13,"1067_463",1,1,1,1,1,1,2
5,"1068_463",1,1,1,1,4,1,3
13,"1069_463",1,2,6,1,2,4,7
8,"1070_463",1,1,1,1,4,1,2
13,"1071_464",1,1,6,1,1,4,4
14,"1072_464",1,2,1,1,1,4,4
13,"1073_465",1,2,6,20,1,4,4
12,"1074_465",1,1,1,20,1,1,2
17,"1075_466",1,1,1,1,1,4,4
15,"1076_467",1,1,6,20,1,4,4
7,"1077_467",1,1,6,20,2,1,2
9,"1078_468",1,2,6,1,1,4,4
13,"1079_469",1,1,6,1,1,4,4
13,"1080_469",1,1,1,1,3,1,2
13,"1081_470",1,1,6,1,1,4,4
16,"1082_470",1,2,1,1,1,4,4
15,"1083_471",1,1,1,1,2,4,7
13,"1084_471",1,1,6,1,2,1,2
10,"1085_472",1,1,6,48,1,1,2
11,"1086_472",1,1,1,48,1,1,1
11,"1087_473",1,1,6,48,1,1,2
12,"1088_473",1,1,1,48,1,1,2
14,"1089_474",1,2,6,20,1,4,4
16,"1090_475",1,2,1,20,1,4,4
6,"1091_475",2,3,1,20,1,1,2
13,"1092_475",1,3,6,20,1,1,2
6,"1093_475",2,3,1,20,1,4,4
7,"1094_476",1,1,1,1,1,1,2
7,"1095_477",1,1,1,20,1,1,2
7,"1096_477",1,1,6,20,1,1,2
9,"1097_478",1,1,6,48,1,1,2
3,"1098_478",1,1,6,48,NA,NA,NA
10,"1099_478",1,1,1,48,1,1,2
11,"1100_479",1,2,6,1,1,1,2
3,"1101_479",1,1,6,1,NA,NA,NA
13,"1102_480",1,2,6,20,1,4,4
13,"1103_480",1,1,1,20,1,1,2
13,"1104_481",1,1,1,48,1,1,2
14,"1105_481",1,1,6,48,1,4,4
17,"1106_482",1,2,1,48,1,4,4
16,"1107_482",1,1,6,48,1,4,4
14,"1108_483",1,1,1,20,1,4,4
12,"1109_484",1,1,1,48,1,2,5
18,"1110_485",1,2,1,20,4,4,7
18,"1111_485",1,1,6,20,4,4,7
8,"1112_486",1,1,1,48,1,1,2
8,"1113_486",1,1,6,48,1,1,2
8,"1114_486",1,1,6,48,1,1,2
4,"1115_487",1,1,6,20,3,4,4
4,"1116_487",1,1,1,20,3,4,4
11,"1117_487",1,1,1,20,1,1,2
15,"1118_488",1,2,1,48,4,4,7
15,"1119_488",1,2,6,48,1,4,4
13,"1120_489",1,1,1,48,1,1,2
9,"1121_490",2,3,1,48,1,1,2
8,"1122_490",2,3,6,48,1,1,2
4,"1123_490",2,3,1,48,2,4,4
4,"1124_490",2,3,6,48,2,4,4
12,"1125_491",1,2,1,1,1,1,2
6,"1126_492",1,1,1,48,1,1,2
12,"1127_492",1,1,6,48,1,4,4
13,"1128_492",1,2,1,48,1,1,2
15,"1129_493",1,1,1,48,2,4,7
15,"1130_493",1,1,6,48,1,4,4
15,"1131_494",1,1,6,20,1,4,4
15,"1132_494",1,1,1,20,1,4,4
13,"1133_495",1,1,1,20,2,4,5
8,"1134_496",1,1,6,48,1,1,2
8,"1135_496",1,1,1,48,1,1,2
12,"1136_497",1,1,6,48,1,1,2
5,"1137_497",1,1,1,48,1,4,4
18,"1138_498",1,2,6,1,2,4,7
15,"1139_499",1,1,6,48,1,4,4
12,"1140_500",1,1,6,48,1,1,2
12,"1141_501",1,3,6,48,1,1,2
8,"1142_501",1,3,1,48,1,1,2
13,"1143_501",1,3,1,48,2,1,2
12,"1144_502",1,1,6,48,1,1,2
12,"1145_502",1,1,1,48,1,1,2
7,"1146_502",1,1,1,48,2,1,2
13,"1147_503",1,1,6,48,1,4,4
14,"1148_504",1,2,6,20,1,4,4
15,"1149_504",1,2,1,20,1,4,4
9,"1150_505",1,1,6,20,1,1,2
3,"1151_506",1,1,6,48,NA,NA,NA
10,"1152_506",1,1,6,48,1,1,2
9,"1153_506",1,1,1,48,2,1,2
15,"1154_507",1,2,1,20,1,4,4
15,"1155_507",1,1,6,20,1,4,4
14,"1156_508",1,1,6,1,1,4,4
14,"1157_508",1,1,1,1,1,4,4
9,"1158_509",1,2,6,20,1,1,2
10,"1159_509",1,1,1,20,1,1,2
10,"1160_510",1,1,6,48,1,1,2
2,"1161_510",1,1,1,48,NA,NA,NA
11,"1162_510",1,1,1,48,1,1,2
14,"1163_511",1,1,1,20,1,1,2
8,"1164_511",1,1,1,20,3,1,2
14,"1165_511",1,1,6,20,1,4,4
11,"1166_512",1,1,1,48,2,1,2
15,"1167_513",1,1,6,20,1,4,4
16,"1168_514",1,1,6,48,1,4,4
16,"1169_514",1,1,1,48,2,4,7
12,"1170_515",1,1,1,48,3,1,2
11,"1171_515",1,1,6,48,1,1,2
3,"1172_515",1,1,6,48,NA,NA,NA
13,"1173_516",1,1,6,20,1,1,1
10,"1174_517",1,2,6,48,1,1,2
10,"1175_517",1,1,1,48,1,1,2
1,"1176_517",1,1,6,48,NA,NA,NA
2,"1177_517",1,1,1,48,NA,NA,NA
15,"1178_518",1,1,6,20,1,4,4
16,"1179_518",1,1,1,20,4,4,7
14,"1180_519",1,2,1,20,1,4,4
14,"1181_519",1,2,1,20,1,4,4
12,"1182_520",1,1,6,20,1,4,4
5,"1183_520",1,1,6,20,1,1,2
16,"1184_521",1,2,6,20,1,4,4
17,"1185_521",1,1,1,20,2,4,7
9,"1186_522",1,1,1,20,1,1,2
15,"1187_522",1,1,6,20,1,4,4
15,"1188_522",1,1,1,20,1,4,4
7,"1189_523",1,2,1,1,1,1,2
6,"1190_523",1,3,6,1,1,1,2
18,"1191_524",1,2,6,48,1,4,4
14,"1192_525",1,1,1,1,2,4,7
18,"1193_526",1,2,6,20,2,4,7
13,"1194_527",1,1,1,1,1,1,2
2,"1195_528",1,1,1,20,NA,NA,NA
11,"1196_528",1,3,6,20,1,1,2
5,"1197_528",1,3,6,20,1,1,2
10,"1198_528",1,3,6,20,1,1,2
15,"1199_529",1,1,1,20,2,4,7
14,"1200_529",1,1,6,20,1,4,4
7,"1201_530",2,3,6,48,1,2,5
14,"1202_530",1,3,6,48,1,4,4
8,"1203_530",1,3,1,48,1,1,2
15,"1204_530",1,3,1,48,2,4,7
13,"1205_531",1,2,6,48,1,1,2
14,"1206_531",1,2,1,48,1,4,4
8,"1207_531",1,1,1,48,3,4,7
2,"1208_532",1,1,1,48,NA,NA,NA
10,"1209_532",1,1,1,48,1,1,2
10,"1210_532",1,2,6,48,1,1,2
13,"1211_533",1,1,6,1,1,1,3
6,"1212_533",1,1,6,1,1,1,2
7,"1213_533",1,1,1,1,1,1,2
6,"1214_534",1,1,6,48,1,1,2
5,"1215_534",1,1,6,48,2,4,4
12,"1216_534",1,1,6,48,1,4,4
5,"1217_534",1,1,6,48,1,1,2
18,"1218_535",1,1,6,1,1,4,4
13,"1219_536",1,1,6,20,1,2,5
14,"1220_537",1,1,6,48,1,4,4
14,"1221_537",1,1,1,48,1,4,4
4,"1222_538",1,1,6,48,3,4,4
3,"1223_538",1,1,1,48,NA,NA,NA
12,"1224_538",1,1,1,48,2,1,2
11,"1225_538",1,1,6,48,1,1,2
14,"1226_539",1,1,6,48,1,4,4
15,"1227_539",1,1,1,48,1,4,4
3,"1228_540",1,1,6,1,NA,NA,NA
11,"1229_540",1,1,1,1,1,1,2
9,"1230_540",1,1,6,1,1,1,2
10,"1231_541",1,1,6,1,1,1,2
4,"1232_541",1,1,6,1,2,4,4
2,"1233_541",1,1,1,1,NA,NA,NA
2,"1234_541",1,1,1,1,NA,NA,NA
10,"1235_541",1,1,1,1,1,1,2
7,"1236_542",1,2,1,48,1,1,2
14,"1237_543",1,2,1,20,1,4,4
7,"1238_543",1,1,6,20,1,4,4
13,"1239_543",1,2,6,20,1,4,4
13,"1240_544",1,1,6,1,1,1,2
10,"1241_544",1,1,1,1,1,1,2
12,"1242_545",1,1,1,20,2,1,2
12,"1243_545",1,1,6,20,1,4,4
10,"1244_546",1,2,6,20,1,2,5
10,"1245_546",1,1,1,20,1,1,2
1,"1246_546",1,1,1,20,NA,NA,NA
13,"1247_547",1,1,6,48,1,4,4
14,"1248_547",1,1,1,48,3,4,7
15,"1249_548",1,1,1,1,1,4,4
6,"1250_548",1,2,6,1,1,1,2
5,"1251_548",1,1,1,1,1,1,2
11,"1252_548",1,3,6,1,1,1,2
11,"1253_549",1,1,1,48,2,2,6
3,"1254_549",1,1,6,48,NA,NA,NA
11,"1255_549",1,1,6,48,1,1,2
2,"1256_549",1,1,6,48,NA,NA,NA
10,"1257_550",1,1,6,20,1,4,4
9,"1258_550",1,1,6,20,1,4,4
13,"1259_551",1,2,6,1,1,4,4
13,"1260_551",1,2,1,1,1,4,4
11,"1261_552",1,1,6,48,1,1,2
4,"1262_552",1,1,1,48,2,4,4
12,"1263_552",1,2,1,48,1,1,2
16,"1264_553",1,1,6,48,1,4,4
16,"1265_553",1,1,1,48,3,4,7
6,"1266_554",2,3,6,48,1,1,3
2,"1267_554",2,3,6,48,NA,NA,NA
3,"1268_554",2,3,1,48,NA,NA,NA
9,"1269_554",2,3,6,48,1,1,2
15,"1270_555",1,2,6,20,1,1,2
9,"1271_556",1,1,1,48,1,1,2
8,"1272_556",1,1,6,48,1,1,2
18,"1273_557",1,2,6,48,3,4,7
11,"1274_557",1,1,6,48,1,1,2
12,"1275_558",1,2,1,20,1,1,2
12,"1276_558",1,1,6,20,1,4,4
15,"1277_559",1,2,1,1,3,4,7
15,"1278_559",1,2,6,1,1,4,4
3,"1279_560",1,1,6,1,NA,NA,NA
3,"1280_560",1,1,1,1,NA,NA,NA
9,"1281_560",1,2,6,1,1,1,2
9,"1282_561",2,3,1,48,1,1,2
16,"1283_562",1,1,6,48,2,4,7
7,"1284_563",1,1,1,20,2,1,2
15,"1285_563",1,2,6,20,1,4,4
8,"1286_563",1,1,1,20,2,1,2
7,"1287_564",1,1,1,1,1,1,2
12,"1288_565",1,1,1,48,1,1,2
